,item,codigo_seg,empresa,ubicacion,equipo,codigo,fecha_inic,fecha_fin,descripcion,mw_indispo,indispo,tipo_mantto,programacion
8249,8250,C151132023053012243122A,PETRAMAS,LA GRINGA V,G1,15113,2024-05-16 08:00:00,2024-05-16 18:00:00,MANTENIMIENTO DE  51750 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8250,8251,C151132023053012243356A,PETRAMAS,LA GRINGA V,G1,15113,2024-05-27 06:00:00,2024-05-28 00:00:00,MANTENIMIENTO DE  52000 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8251,8252,C151132023053012243356A,PETRAMAS,LA GRINGA V,G1,15113,2024-05-28 00:00:00,2024-05-29 00:00:00,MANTENIMIENTO DE  52000 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8252,8253,C151132023053012243356A,PETRAMAS,LA GRINGA V,G1,15113,2024-05-29 00:00:00,2024-05-30 00:00:00,MANTENIMIENTO DE  52000 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8253,8254,C151132023053012243356A,PETRAMAS,LA GRINGA V,G1,15113,2024-05-30 00:00:00,2024-05-31 00:00:00,MANTENIMIENTO DE  52000 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8254,8255,C151132023053012248892A,PETRAMAS,LA GRINGA V,G1,15113,2024-06-10 08:00:00,2024-06-10 18:00:00,MANTENIMIENTO DE  52250 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8255,8256,C151132023053012245663A,PETRAMAS,LA GRINGA V,G1,15113,2024-06-21 06:00:00,2024-06-22 00:00:00,MANTENIMIENTO DE  52500 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8256,8257,C151142023053012245663A,PETRAMAS,LA GRINGA V,G2,15114,2023-07-05 06:00:00,2023-07-06 00:00:00,MANTENIMIENTO DE 46500 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8257,8258,C151142023053012249362A,PETRAMAS,LA GRINGA V,G2,15114,2023-07-17 08:00:00,2023-07-17 18:00:00,MANTENIMIENTO DE 46750 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8258,8259,C151142023053012245518A,PETRAMAS,LA GRINGA V,G2,15114,2023-08-01 06:00:00,2023-08-02 00:00:00,MANTENIMIENTO DE 47000 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8259,8260,C151142023053012245518A,PETRAMAS,LA GRINGA V,G2,15114,2023-08-02 00:00:00,2023-08-03 00:00:00,MANTENIMIENTO DE 47000 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8260,8261,C151142023053012245518A,PETRAMAS,LA GRINGA V,G2,15114,2023-08-03 00:00:00,2023-08-04 00:00:00,MANTENIMIENTO DE 47000 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8261,8262,C151142023053012247135A,PETRAMAS,LA GRINGA V,G2,15114,2023-08-10 08:00:00,2023-08-10 18:00:00,MANTENIMIENTO DE 47250 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8262,8263,C151142023053012245750A,PETRAMAS,LA GRINGA V,G2,15114,2023-08-21 06:00:00,2023-08-22 00:00:00,MANTENIMIENTO DE 47500 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8263,8264,C151142023053012243907A,PETRAMAS,LA GRINGA V,G2,15114,2023-09-02 08:00:00,2023-09-02 18:00:00,MANTENIMIENTO DE 47750 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8264,8265,C151142023053012243557A,PETRAMAS,LA GRINGA V,G2,15114,2023-09-13 06:00:00,2023-09-14 00:00:00,MANTENIMIENTO DE 48000 HRS/MANTENIMIENTO DEL INTERCAMBIADOR 2 EN 1,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8265,8266,C151142023053012243557A,PETRAMAS,LA GRINGA V,G2,15114,2023-09-14 00:00:00,2023-09-15 00:00:00,MANTENIMIENTO DE 48000 HRS/MANTENIMIENTO DEL INTERCAMBIADOR 2 EN 1,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8266,8267,C151142023053012248498A,PETRAMAS,LA GRINGA V,G2,15114,2023-09-25 08:00:00,2023-09-25 18:00:00,MANTENIMIENTO DE 48250 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8267,8268,C151142023053012243653A,PETRAMAS,LA GRINGA V,G2,15114,2023-10-06 06:00:00,2023-10-07 00:00:00,MANTENIMIENTO DE 48500 HRS/MANTENIMIENTO SE,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8268,8269,C151142023053012249677A,PETRAMAS,LA GRINGA V,G2,15114,2023-10-18 08:00:00,2023-10-18 18:00:00,MANTENIMIENTO DE 48750 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8269,8270,C151142023053012246452A,PETRAMAS,LA GRINGA V,G2,15114,2023-10-29 06:00:00,2023-10-30 00:00:00,MANTENIMIENTO DE 49000 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8270,8271,C151142023053012246452A,PETRAMAS,LA GRINGA V,G2,15114,2023-10-30 00:00:00,2023-10-31 00:00:00,MANTENIMIENTO DE 49000 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8271,8272,C151142023053012246452A,PETRAMAS,LA GRINGA V,G2,15114,2023-10-31 00:00:00,2023-11-01 00:00:00,MANTENIMIENTO DE 49000 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8272,8273,C151142023053012242246A,PETRAMAS,LA GRINGA V,G2,15114,2023-11-11 08:00:00,2023-11-11 18:00:00,MANTENIMIENTO DE 49250 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8273,8274,C151142023053012241999A,PETRAMAS,LA GRINGA V,G2,15114,2023-11-22 06:00:00,2023-11-23 00:00:00,MANTENIMIENTO DE 49500 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8274,8275,C151142023053012242150A,PETRAMAS,LA GRINGA V,G2,15114,2023-12-04 08:00:00,2023-12-04 18:00:00,MANTENIMIENTO DE 49750 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8275,8276,C151142023053012245936A,PETRAMAS,LA GRINGA V,G2,15114,2023-12-15 06:00:00,2023-12-16 00:00:00,MANTENIMIENTO DE 50000 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8276,8277,C151142023053012245936A,PETRAMAS,LA GRINGA V,G2,15114,2023-12-16 00:00:00,2023-12-17 00:00:00,MANTENIMIENTO DE 50000 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8277,8278,C151142023053012247634A,PETRAMAS,LA GRINGA V,G2,15114,2023-12-27 08:00:00,2023-12-27 18:00:00,MANTENIMIENTO DE 50250 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8278,8279,C151142023053012246635A,PETRAMAS,LA GRINGA V,G2,15114,2024-01-07 06:00:00,2024-01-08 00:00:00,MANTENIMIENTO DE 50500 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8279,8280,C151142023053012247920A,PETRAMAS,LA GRINGA V,G2,15114,2024-01-19 08:00:00,2024-01-19 18:00:00,MANTENIMIENTO DE 50750 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8280,8281,C151142023053012245890A,PETRAMAS,LA GRINGA V,G2,15114,2024-01-30 06:00:00,2024-01-31 00:00:00,MANTENIMIENTO DE 51000 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8281,8282,C151142023053012245890A,PETRAMAS,LA GRINGA V,G2,15114,2024-01-31 00:00:00,2024-02-01 00:00:00,MANTENIMIENTO DE 51000 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8282,8283,C151142023053012245890A,PETRAMAS,LA GRINGA V,G2,15114,2024-02-01 00:00:00,2024-02-02 00:00:00,MANTENIMIENTO DE 51000 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8283,8284,C151142023053012249393A,PETRAMAS,LA GRINGA V,G2,15114,2024-02-12 08:00:00,2024-02-12 18:00:00,MANTENIMIENTO DE 51250 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8284,8285,C151142023053012246770A,PETRAMAS,LA GRINGA V,G2,15114,2024-02-23 06:00:00,2024-02-24 00:00:00,MANTENIMIENTO DE 51500 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8285,8286,C151142023053012249617A,PETRAMAS,LA GRINGA V,G2,15114,2024-03-06 08:00:00,2024-03-06 18:00:00,MANTENIMIENTO DE 51750 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8286,8287,C151142023053012248799A,PETRAMAS,LA GRINGA V,G2,15114,2024-03-17 06:00:00,2024-03-18 00:00:00,MANTENIMIENTO DE 52000 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8287,8288,C151142023053012248799A,PETRAMAS,LA GRINGA V,G2,15114,2024-03-18 00:00:00,2024-03-19 00:00:00,MANTENIMIENTO DE 52000 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8288,8289,C151142023053012246164A,PETRAMAS,LA GRINGA V,G2,15114,2024-03-29 08:00:00,2024-03-29 18:00:00,MANTENIMIENTO DE 52250 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8289,8290,C151142023053012246941A,PETRAMAS,LA GRINGA V,G2,15114,2024-04-09 06:00:00,2024-04-10 00:00:00,MANTENIMIENTO DE 52500 HRS/LIMPIEZA DE CULATAS Y PISTONES//MANTENIMIENTO DEL INTERCAMBIADOR 2 EN 1,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8290,8291,C151142023053012246941A,PETRAMAS,LA GRINGA V,G2,15114,2024-04-10 00:00:00,2024-04-11 00:00:00,MANTENIMIENTO DE 52500 HRS/LIMPIEZA DE CULATAS Y PISTONES//MANTENIMIENTO DEL INTERCAMBIADOR 2 EN 1,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8291,8292,C151142023053012246941A,PETRAMAS,LA GRINGA V,G2,15114,2024-04-11 00:00:00,2024-04-12 00:00:00,MANTENIMIENTO DE 52500 HRS/LIMPIEZA DE CULATAS Y PISTONES//MANTENIMIENTO DEL INTERCAMBIADOR 2 EN 1,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8292,8293,C151142023053012246941A,PETRAMAS,LA GRINGA V,G2,15114,2024-04-12 00:00:00,2024-04-13 00:00:00,MANTENIMIENTO DE 52500 HRS/LIMPIEZA DE CULATAS Y PISTONES//MANTENIMIENTO DEL INTERCAMBIADOR 2 EN 1,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8293,8294,C151142023053012246941A,PETRAMAS,LA GRINGA V,G2,15114,2024-04-13 00:00:00,2024-04-14 00:00:00,MANTENIMIENTO DE 52500 HRS/LIMPIEZA DE CULATAS Y PISTONES//MANTENIMIENTO DEL INTERCAMBIADOR 2 EN 1,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8294,8295,C151142023053012246941A,PETRAMAS,LA GRINGA V,G2,15114,2024-04-14 00:00:00,2024-04-15 00:00:00,MANTENIMIENTO DE 52500 HRS/LIMPIEZA DE CULATAS Y PISTONES//MANTENIMIENTO DEL INTERCAMBIADOR 2 EN 1,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8295,8296,C151142023053012246941A,PETRAMAS,LA GRINGA V,G2,15114,2024-04-15 00:00:00,2024-04-16 00:00:00,MANTENIMIENTO DE 52500 HRS/LIMPIEZA DE CULATAS Y PISTONES//MANTENIMIENTO DEL INTERCAMBIADOR 2 EN 1,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8296,8297,C151142023053012246941A,PETRAMAS,LA GRINGA V,G2,15114,2024-04-16 00:00:00,2024-04-17 00:00:00,MANTENIMIENTO DE 52500 HRS/LIMPIEZA DE CULATAS Y PISTONES//MANTENIMIENTO DEL INTERCAMBIADOR 2 EN 1,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8297,8298,C151142023053012246941A,PETRAMAS,LA GRINGA V,G2,15114,2024-04-17 00:00:00,2024-04-18 00:00:00,MANTENIMIENTO DE 52500 HRS/LIMPIEZA DE CULATAS Y PISTONES//MANTENIMIENTO DEL INTERCAMBIADOR 2 EN 1,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8298,8299,C151142023053012246941A,PETRAMAS,LA GRINGA V,G2,15114,2024-04-18 00:00:00,2024-04-19 00:00:00,MANTENIMIENTO DE 52500 HRS/LIMPIEZA DE CULATAS Y PISTONES//MANTENIMIENTO DEL INTERCAMBIADOR 2 EN 1,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8299,8300,C151142023053012246941A,PETRAMAS,LA GRINGA V,G2,15114,2024-04-19 00:00:00,2024-04-20 00:00:00,MANTENIMIENTO DE 52500 HRS/LIMPIEZA DE CULATAS Y PISTONES//MANTENIMIENTO DEL INTERCAMBIADOR 2 EN 1,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8300,8301,C151142023053012246941A,PETRAMAS,LA GRINGA V,G2,15114,2024-04-20 00:00:00,2024-04-21 00:00:00,MANTENIMIENTO DE 52500 HRS/LIMPIEZA DE CULATAS Y PISTONES//MANTENIMIENTO DEL INTERCAMBIADOR 2 EN 1,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8301,8302,C151142023053012246941A,PETRAMAS,LA GRINGA V,G2,15114,2024-04-21 00:00:00,2024-04-22 00:00:00,MANTENIMIENTO DE 52500 HRS/LIMPIEZA DE CULATAS Y PISTONES//MANTENIMIENTO DEL INTERCAMBIADOR 2 EN 1,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8302,8303,C151142023053012246941A,PETRAMAS,LA GRINGA V,G2,15114,2024-04-22 00:00:00,2024-04-23 00:00:00,MANTENIMIENTO DE 52500 HRS/LIMPIEZA DE CULATAS Y PISTONES//MANTENIMIENTO DEL INTERCAMBIADOR 2 EN 1,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8303,8304,C151142023053012246941A,PETRAMAS,LA GRINGA V,G2,15114,2024-04-23 00:00:00,2024-04-24 00:00:00,MANTENIMIENTO DE 52500 HRS/LIMPIEZA DE CULATAS Y PISTONES//MANTENIMIENTO DEL INTERCAMBIADOR 2 EN 1,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8304,8305,C151142023053012246941A,PETRAMAS,LA GRINGA V,G2,15114,2024-04-24 00:00:00,2024-04-25 00:00:00,MANTENIMIENTO DE 52500 HRS/LIMPIEZA DE CULATAS Y PISTONES//MANTENIMIENTO DEL INTERCAMBIADOR 2 EN 1,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8305,8306,C151142023053012246941A,PETRAMAS,LA GRINGA V,G2,15114,2024-04-25 00:00:00,2024-04-26 00:00:00,MANTENIMIENTO DE 52500 HRS/LIMPIEZA DE CULATAS Y PISTONES//MANTENIMIENTO DEL INTERCAMBIADOR 2 EN 1,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8306,8307,C151142023053012246941A,PETRAMAS,LA GRINGA V,G2,15114,2024-04-26 00:00:00,2024-04-27 00:00:00,MANTENIMIENTO DE 52500 HRS/LIMPIEZA DE CULATAS Y PISTONES//MANTENIMIENTO DEL INTERCAMBIADOR 2 EN 1,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8307,8308,C151142023053012246941A,PETRAMAS,LA GRINGA V,G2,15114,2024-04-27 00:00:00,2024-04-28 00:00:00,MANTENIMIENTO DE 52500 HRS/LIMPIEZA DE CULATAS Y PISTONES//MANTENIMIENTO DEL INTERCAMBIADOR 2 EN 1,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8308,8309,C151142023053012246941A,PETRAMAS,LA GRINGA V,G2,15114,2024-04-28 00:00:00,2024-04-29 00:00:00,MANTENIMIENTO DE 52500 HRS/LIMPIEZA DE CULATAS Y PISTONES//MANTENIMIENTO DEL INTERCAMBIADOR 2 EN 1,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8309,8310,C151142023053012246941A,PETRAMAS,LA GRINGA V,G2,15114,2024-04-29 00:00:00,2024-04-30 00:00:00,MANTENIMIENTO DE 52500 HRS/LIMPIEZA DE CULATAS Y PISTONES//MANTENIMIENTO DEL INTERCAMBIADOR 2 EN 1,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8310,8311,C151142023053012246941A,PETRAMAS,LA GRINGA V,G2,15114,2024-04-30 00:00:00,2024-05-01 00:00:00,MANTENIMIENTO DE 52500 HRS/LIMPIEZA DE CULATAS Y PISTONES//MANTENIMIENTO DEL INTERCAMBIADOR 2 EN 1,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8311,8312,C151142023053012246941A,PETRAMAS,LA GRINGA V,G2,15114,2024-05-01 00:00:00,2024-05-02 00:00:00,MANTENIMIENTO DE 52500 HRS/LIMPIEZA DE CULATAS Y PISTONES//MANTENIMIENTO DEL INTERCAMBIADOR 2 EN 1,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8312,8313,C151142023053012246941A,PETRAMAS,LA GRINGA V,G2,15114,2024-05-02 00:00:00,2024-05-03 00:00:00,MANTENIMIENTO DE 52500 HRS/LIMPIEZA DE CULATAS Y PISTONES//MANTENIMIENTO DEL INTERCAMBIADOR 2 EN 1,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8313,8314,C151142023053012246941A,PETRAMAS,LA GRINGA V,G2,15114,2024-05-03 00:00:00,2024-05-04 00:00:00,MANTENIMIENTO DE 52500 HRS/LIMPIEZA DE CULATAS Y PISTONES//MANTENIMIENTO DEL INTERCAMBIADOR 2 EN 1,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8314,8315,C151142023053012241178A,PETRAMAS,LA GRINGA V,G2,15114,2024-05-15 08:00:00,2024-05-15 18:00:00,MANTENIMIENTO DE 52750 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8315,8316,C151142023053012243114A,PETRAMAS,LA GRINGA V,G2,15114,2024-05-26 06:00:00,2024-05-27 00:00:00,MANTENIMIENTO DE 53000 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8316,8317,C151142023053012243114A,PETRAMAS,LA GRINGA V,G2,15114,2024-05-27 00:00:00,2024-05-28 00:00:00,MANTENIMIENTO DE 53000 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8317,8318,C151142023053012243114A,PETRAMAS,LA GRINGA V,G2,15114,2024-05-28 00:00:00,2024-05-29 00:00:00,MANTENIMIENTO DE 53000 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8318,8319,C151142023053012243114A,PETRAMAS,LA GRINGA V,G2,15114,2024-05-29 00:00:00,2024-05-30 00:00:00,MANTENIMIENTO DE 53000 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8319,8320,C151142023053012246948A,PETRAMAS,LA GRINGA V,G2,15114,2024-06-09 08:00:00,2024-06-09 18:00:00,MANTENIMIENTO DE 53250 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8320,8321,C151142023053012245150A,PETRAMAS,LA GRINGA V,G2,15114,2024-06-20 06:00:00,2024-06-21 00:00:00,MANTENIMIENTO DE 53500 HRS,1.4,F/S,NO,MANTENIMIENTO PREVENTIVO
8332,8333,C149272023053012245518A,PLANTA DE RESERVA FRIA DE GENERACION  DE ETEN S.A.,RESERVA FRIA DE GENERACION ETEN,CENTRAL,14927,2023-07-10 07:00:00,2023-07-11 00:00:00,CENTRAL FUERA DE SERVICIO POR TRABAJOS EN LA SE ETEN.,0.0,F/S,NO,OTROS
8333,8334,C149272023053012245518A,PLANTA DE RESERVA FRIA DE GENERACION  DE ETEN S.A.,RESERVA FRIA DE GENERACION ETEN,CENTRAL,14927,2023-07-11 00:00:00,2023-07-12 00:00:00,CENTRAL FUERA DE SERVICIO POR TRABAJOS EN LA SE ETEN.,0.0,F/S,NO,OTROS
8334,8335,C149272023053012245518A,PLANTA DE RESERVA FRIA DE GENERACION  DE ETEN S.A.,RESERVA FRIA DE GENERACION ETEN,CENTRAL,14927,2023-07-12 00:00:00,2023-07-13 00:00:00,CENTRAL FUERA DE SERVICIO POR TRABAJOS EN LA SE ETEN.,0.0,F/S,NO,OTROS
8335,8336,C149272023053012245518A,PLANTA DE RESERVA FRIA DE GENERACION  DE ETEN S.A.,RESERVA FRIA DE GENERACION ETEN,CENTRAL,14927,2023-07-13 00:00:00,2023-07-14 00:00:00,CENTRAL FUERA DE SERVICIO POR TRABAJOS EN LA SE ETEN.,0.0,F/S,NO,OTROS
8336,8337,C149272023053012245518A,PLANTA DE RESERVA FRIA DE GENERACION  DE ETEN S.A.,RESERVA FRIA DE GENERACION ETEN,CENTRAL,14927,2023-07-14 00:00:00,2023-07-15 00:00:00,CENTRAL FUERA DE SERVICIO POR TRABAJOS EN LA SE ETEN.,0.0,F/S,NO,OTROS
8337,8338,C149272023053012245192A,PLANTA DE RESERVA FRIA DE GENERACION  DE ETEN S.A.,RESERVA FRIA DE GENERACION ETEN,CENTRAL,14927,2023-08-07 08:00:00,2023-08-07 16:00:00,CENTRAL FUERA DE SERVICIO POR TRABAJOS EN CL-2166 SE REQUE,0.0,F/S,NO,OTROS
8338,8339,C149272023053012243557A,PLANTA DE RESERVA FRIA DE GENERACION  DE ETEN S.A.,RESERVA FRIA DE GENERACION ETEN,CENTRAL,14927,2023-09-03 08:00:00,2023-09-04 00:00:00,CENTRAL FUERA DE SERVICIO POR TRABAJOS EN LA SE ETEN.,0.0,F/S,NO,OTROS
8339,8340,C149272023053012243557A,PLANTA DE RESERVA FRIA DE GENERACION  DE ETEN S.A.,RESERVA FRIA DE GENERACION ETEN,CENTRAL,14927,2023-09-04 00:00:00,2023-09-04 20:00:00,CENTRAL FUERA DE SERVICIO POR TRABAJOS EN LA SE ETEN.,0.0,F/S,NO,OTROS
8340,8341,C149282023053012245518A,PLANTA DE RESERVA FRIA DE GENERACION  DE ETEN S.A.,RESERVA FRIA DE GENERACION ETEN,RF-ETENGT1,14928,2023-08-08 07:00:00,2023-08-09 00:00:00,MANTENIMIENTO ANUAL GENERADOR DE EMERGENCIA,215.9,F/S,NO,MANTENIMIENTO PREVENTIVO
8341,8342,C149282023053012245518A,PLANTA DE RESERVA FRIA DE GENERACION  DE ETEN S.A.,RESERVA FRIA DE GENERACION ETEN,RF-ETENGT1,14928,2023-08-09 00:00:00,2023-08-09 20:00:00,MANTENIMIENTO ANUAL GENERADOR DE EMERGENCIA,215.9,F/S,NO,MANTENIMIENTO PREVENTIVO
8342,8343,C149282023053012243557A,PLANTA DE RESERVA FRIA DE GENERACION  DE ETEN S.A.,RESERVA FRIA DE GENERACION ETEN,RF-ETENGT1,14928,2023-10-23 00:00:00,2023-10-24 00:00:00,INSPECCION DE CARBONES DEL GENERADOR DE TG1,215.5,F/S,NO,MANTENIMIENTO PREVENTIVO
8343,8344,C149282023053012245890A,PLANTA DE RESERVA FRIA DE GENERACION  DE ETEN S.A.,RESERVA FRIA DE GENERACION ETEN,RF-ETENGT1,14928,2023-10-23 00:00:00,2023-10-24 00:00:00,LAVADO OFF LINE DEL COMPRESOR DE TG1,215.9,F/S,NO,MANTENIMIENTO PREVENTIVO
8344,8345,C149282023053012243557A,PLANTA DE RESERVA FRIA DE GENERACION  DE ETEN S.A.,RESERVA FRIA DE GENERACION ETEN,RF-ETENGT1,14928,2023-10-24 00:00:00,2023-10-24 08:00:00,INSPECCION DE CARBONES DEL GENERADOR DE TG1,215.5,F/S,NO,MANTENIMIENTO PREVENTIVO
8345,8346,C149282023053012245890A,PLANTA DE RESERVA FRIA DE GENERACION  DE ETEN S.A.,RESERVA FRIA DE GENERACION ETEN,RF-ETENGT1,14928,2023-10-24 00:00:00,2023-10-25 00:00:00,LAVADO OFF LINE DEL COMPRESOR DE TG1,215.9,F/S,NO,MANTENIMIENTO PREVENTIVO
8346,8347,C149282023053012246664A,PLANTA DE RESERVA FRIA DE GENERACION  DE ETEN S.A.,RESERVA FRIA DE GENERACION ETEN,RF-ETENGT1,14928,2023-10-24 08:00:00,2023-10-24 18:00:00,LIMPIEZA DE GTE,215.5,F/S,NO,MANTENIMIENTO PREVENTIVO
8347,8348,C149282023053012245890A,PLANTA DE RESERVA FRIA DE GENERACION  DE ETEN S.A.,RESERVA FRIA DE GENERACION ETEN,RF-ETENGT1,14928,2023-10-25 00:00:00,2023-10-26 00:00:00,LAVADO OFF LINE DEL COMPRESOR DE TG1,215.9,F/S,NO,MANTENIMIENTO PREVENTIVO
8348,8349,C149282023053012243436A,PLANTA DE RESERVA FRIA DE GENERACION  DE ETEN S.A.,RESERVA FRIA DE GENERACION ETEN,RF-ETENGT1,14928,2023-10-25 08:00:00,2023-10-25 18:00:00,LIMPIEZA DE IGNITORS GT-1,215.5,F/S,NO,MANTENIMIENTO PREVENTIVO
8349,8350,C149282023053012242089A,PLANTA DE RESERVA FRIA DE GENERACION  DE ETEN S.A.,RESERVA FRIA DE GENERACION ETEN,RF-ETENGT1,14928,2023-10-26 00:00:00,2023-10-27 00:00:00,BOROSCOPIA DE TURBINA Y COMPRESOR,215.9,F/S,NO,MANTENIMIENTO PREVENTIVO
8350,8351,C149282023053012246452A,PLANTA DE RESERVA FRIA DE GENERACION  DE ETEN S.A.,RESERVA FRIA DE GENERACION ETEN,RF-ETENGT1,14928,2023-10-26 00:00:00,2023-10-27 00:00:00,INSPECCION DE CARBONES DEL GENERADOR DE TG1,215.9,F/S,NO,MANTENIMIENTO PREVENTIVO
8351,8352,C149282023053012243423A,PLANTA DE RESERVA FRIA DE GENERACION  DE ETEN S.A.,RESERVA FRIA DE GENERACION ETEN,RF-ETENGT1,14928,2023-10-26 08:00:00,2023-10-26 18:00:00,PRUEBA DETECTORES DE FLAMA GT-1,215.5,F/S,NO,MANTENIMIENTO PREVENTIVO
8352,8353,C149282023053012242089A,PLANTA DE RESERVA FRIA DE GENERACION  DE ETEN S.A.,RESERVA FRIA DE GENERACION ETEN,RF-ETENGT1,14928,2023-10-27 00:00:00,2023-10-28 00:00:00,BOROSCOPIA DE TURBINA Y COMPRESOR,215.9,F/S,NO,MANTENIMIENTO PREVENTIVO
8353,8354,C149282023053012246452A,PLANTA DE RESERVA FRIA DE GENERACION  DE ETEN S.A.,RESERVA FRIA DE GENERACION ETEN,RF-ETENGT1,14928,2023-10-27 00:00:00,2023-10-27 08:00:00,INSPECCION DE CARBONES DEL GENERADOR DE TG1,215.9,F/S,NO,MANTENIMIENTO PREVENTIVO
8354,8355,C149282023053012244602A,PLANTA DE RESERVA FRIA DE GENERACION  DE ETEN S.A.,RESERVA FRIA DE GENERACION ETEN,RF-ETENGT1,14928,2023-10-27 08:00:00,2023-10-27 18:00:00,LIMPIEZA DE GTE,215.9,F/S,NO,MANTENIMIENTO PREVENTIVO
8355,8356,C149282023053012242089A,PLANTA DE RESERVA FRIA DE GENERACION  DE ETEN S.A.,RESERVA FRIA DE GENERACION ETEN,RF-ETENGT1,14928,2023-10-28 00:00:00,2023-10-29 00:00:00,BOROSCOPIA DE TURBINA Y COMPRESOR,215.9,F/S,NO,MANTENIMIENTO PREVENTIVO
8356,8357,C149282023053012249206A,PLANTA DE RESERVA FRIA DE GENERACION  DE ETEN S.A.,RESERVA FRIA DE GENERACION ETEN,RF-ETENGT1,14928,2023-10-28 08:00:00,2023-10-28 18:00:00,LIMPIEZA DE IGNITORS GT-1,215.9,F/S,NO,MANTENIMIENTO PREVENTIVO
